title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,age
پیش فروش واحد 100متری به صورت وام و اقساط,2500000000.0,2023-08-12 09:47:19,semnan-province,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,
خانه مسکونی رویان,1100000000.0,2023-08-12 09:47:19,semnan-province,houses-apartments-for-sale,165,خانه و کلنگی,2.0,,,,,6.0
آپارتمان 96خیابان نبوت,1600000000.0,2023-08-12 09:47:19,semnan-province,houses-apartments-for-sale,96,آپارتمان,2.0,,,,True,
رهن واجاره واحد 125متره,,2023-08-12 09:47:20,semnan-province,house-apartment-for-rent,125,آپارتمان,3.0,True,70000000.0,۷۰۰۰۰۰۰۰ ,True,12.0
آپارتمان فروشی ، بسطام,1100000000.0,2023-08-12 09:47:20,semnan-province,houses-apartments-for-sale,82,آپارتمان,2.0,True,,,,13.0
فروش خانه ویلایی 120 متری,2000000000.0,2023-08-12 09:47:20,semnan-province,houses-apartments-for-sale,120,خانه و کلنگی,2.0,True,,,,22.0
مهدیشهر واحد 85متری,760000000.0,2023-08-12 09:47:20,semnan-province,houses-apartments-for-sale,85,آپارتمان,2.0,,,,,
آپارتمان شهرک بوستان,1300000000.0,2023-08-12 09:47:20,semnan-province,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,,12.0
اجاره خانه,,2023-08-12 09:47:20,qom-province,house-apartment-for-rent,120,خانه,1.0,True,,,,1.0
اجاره آپارتمان 78 متری خیابان شهدای موتلفه,,2023-08-12 09:47:21,qom-province,house-apartment-for-rent,78,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,10.0
واحد نوساز,,2023-08-12 09:47:21,qom-province,house-apartment-for-rent,105,آپارتمان,2.0,,450000000.0,۴۵۰۰۰۰۰۰۰ ,True,
رهن کامل اپارتمان خیابان سمیه. خیابان نجف زاده. مجتمع امین,,2023-08-12 09:47:21,qom-province,house-apartment-for-rent,85,آپارتمان,2.0,True,400000000.0,۴۰۰۰۰۰۰۰۰ ,True,12.0
ملک ویلایی شمالی,5200000000.0,2023-08-12 09:47:21,qom-province,houses-apartments-for-sale,85,خانه و کلنگی,4.0,True,,,,16.0
خریدار 75متر اپارتمان در پردیسان یانیروگاه,700000000.0,2023-08-12 09:47:21,qom-province,houses-apartments-for-sale,75,آپارتمان,2.0,True,,,True,10.0
104 متر تجهیزشده کلید نخورده,3850000000.0,2023-08-12 09:47:21,qom-province,houses-apartments-for-sale,104,آپارتمان,2.0,True,,,True,
فروش یا معاوضه دو طبقه160متر,4700000000.0,2023-08-12 09:47:21,qazvin-province,houses-apartments-for-sale,160,آپارتمان,2.0,True,,,,22.0
آپارتمان 91متری,,2023-08-12 09:47:21,qazvin-province,houses-apartments-for-sale,91,آپارتمان,2.0,,,,,13.0
ساختمان نیمه کاره 2 طبقه,750000000.0,2023-08-12 09:47:21,qazvin-province,houses-apartments-for-sale,65,خانه و کلنگی,1.0,True,,,,1.0
فروش آپارتمان دربرج 17 طبقه میلینیوم زیباشهرقزوین,,2023-08-12 09:47:21,qazvin-province,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,True,
اپارتمان 90 متری چمران آزادگان,,2023-08-12 09:47:22,qom-province,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,17.0
آپارتمان تک واحدی طبقه سوم 118متر,5780000000.0,2023-08-12 09:47:22,qom-province,houses-apartments-for-sale,118,آپارتمان,2.0,True,,,True,6.0
دو طبقه دربست کامل,,2023-08-12 09:47:22,qom-province,house-apartment-for-rent,200,خانه,2.0,True,600000000.0,۶۰۰۰۰۰۰۰۰ ,,12.0
رهن و اجاره منزل ویلایی,,2023-08-12 09:47:22,semnan-province,house-apartment-for-rent,270,ویلا,4.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,,
رهن خانه ویلایی,,2023-08-12 09:47:22,semnan-province,house-apartment-for-rent,320,ویلا,3.0,True,1200000000.0,۱۲۰۰۰۰۰۰۰۰ ,,27.0
فروش آپارتمان,700000000.0,2023-08-12 09:47:22,semnan-province,houses-apartments-for-sale,50,آپارتمان,1.0,,,,,6.0
خانه ویلایی 148 متری شهرک بوستان بلوار منوچهری,,2023-08-12 09:47:22,semnan-province,house-apartment-for-rent,148,خانه,3.0,,300000000.0,۳۰۰۰۰۰۰۰۰ ,,14.0
627 متر خانه کلنگی در کوچه سراب بسطام,2900000000.0,2023-08-12 09:47:23,semnan-province,houses-apartments-for-sale,627,خانه و کلنگی,3.0,,,,,
رهن و اجاره ویلایی دربست شهرک گلستان150متر,,2023-08-12 09:47:23,semnan-province,house-apartment-for-rent,150,خانه,2.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,,17.0
دنبال خانه اجاره ای هستم,,2023-08-12 09:47:23,zanjan-province,house-apartment-for-rent,100,خانه,2.0,True,30000000.0,۳۰۰۰۰۰۰۰ ,,17.0
خواستار آپارتمان,,2023-08-12 09:47:23,zanjan-province,house-apartment-for-rent,60,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,7.0
فروش آپارتمان 98 متر شیک و مدرن در خیابان 17شهریور,,2023-08-12 09:47:23,zanjan-province,houses-apartments-for-sale,98,آپارتمان,2.0,True,,,True,1.0
ساختمان ویلایی دوبلکس 75 متر,11000000000.0,2023-08-12 09:47:23,zanjan-province,houses-apartments-for-sale,75,,1.0,,,,,
ساختمان 100 متری,,2023-08-12 09:47:23,qazvin-province,house-apartment-for-rent,100,آپارتمان,1.0,,60000000.0,۶۰۰۰۰۰۰۰ ,,22.0
تمام رهن یک اتاق درهادی اباد,,2023-08-12 09:47:23,qazvin-province,house-apartment-for-rent,25,خانه,1.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,23.0
خانه فروشی اول شریف اباد نزدبک میدان,2200000000.0,2023-08-12 09:47:23,kerman-province,houses-apartments-for-sale,230,خانه و کلنگی,3.0,True,,,,12.0
فروش منزل مسکونی 65 متری,800000000.0,2023-08-12 09:47:23,kerman-province,houses-apartments-for-sale,300,,1.0,,,,,
آپارتمان 115 متری مجتمع رضوان,,2023-08-12 09:47:24,kermanshah-province,house-apartment-for-rent,115,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,7.0
رهن اجاره فقط مخصوص خانواده,,2023-08-12 09:47:24,kurdistan,house-apartment-for-rent,190,خانه,1.0,,70000000.0,۷۰۰۰۰۰۰۰ ,,14.0
ورود مجزا حیاط 30متری پذیرای 40متری کابینت و گنجه فول امکان,,2023-08-12 09:47:24,kurdistan,house-apartment-for-rent,100,خانه,1.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,16.0
خانه ویلایی وتازه ساخت,,2023-08-12 09:47:24,golestan,house-apartment-for-rent,100,ویلا,4.0,,20000000.0,۲۰۰۰۰۰۰۰ ,,5.0
اجاره ویلایی همکف,,2023-08-12 09:47:24,kerman-province,house-apartment-for-rent,70,ویلا,1.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,12.0
آپارتمان 80متری مجتمع نیکان,,2023-08-12 09:47:24,golestan,house-apartment-for-rent,80,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,6.0
رهن واجاره اپارتمان طبقه 1 کاج,,2023-08-12 09:47:24,golestan,house-apartment-for-rent,78,آپارتمان,2.0,True,90000000.0,۹۰۰۰۰۰۰۰ ,True,10.0
اپارتمان 122 متری,,2023-08-12 09:47:25,lorestan,house-apartment-for-rent,122,آپارتمان,2.0,,250000000.0,۲۵۰۰۰۰۰۰۰ ,,9.0
متقاضی سویت دانشجویی,,2023-08-12 09:47:25,lorestan,house-apartment-for-rent,40,خانه,0.0,True,,,,8.0
فروش خانه در کرناچی کوی 105,900000000.0,2023-08-12 09:47:25,kermanshah-province,houses-apartments-for-sale,64,,1.0,,,,,
اپارتمان 145متری تک واحدی شهرک نجفی,4200000000.0,2023-08-12 09:47:25,kermanshah-province,houses-apartments-for-sale,145,آپارتمان,3.0,True,,,True,
خواهان ویلایی در محدوده ی سی متری 22بهمن تا فرهنگیان فاز یک,14000000000.0,2023-08-12 09:47:25,kermanshah-province,houses-apartments-for-sale,200,خانه و کلنگی,2.0,,,,,22.0
آپارتمان 153 متری، خشک، کارمندان,4284000000.0,2023-08-12 09:47:40,kermanshah-province,houses-apartments-for-sale,153,آپارتمان,2.0,True,,,True,
230 متر کلنگی میدان یاد بود,,2023-08-12 09:47:40,lorestan,houses-apartments-for-sale,230,خانه و کلنگی,2.0,,,,,27.0
ساختمان دو طبقه خیابان دانش آموز خیابان ترکه میر,3700000000.0,2023-08-12 09:47:40,lorestan,houses-apartments-for-sale,178,آپارتمان,3.0,,,,,8.0
خریدار امتیاز آپارتمان,,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,80,آپارتمان,2.0,,,,,
خانه حمزاباد110متر,1300000000.0,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,110,خانه و کلنگی,1.0,,,,,12.0
خریدار امتیاز آپارتمان,,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,100,آپارتمان,2.0,,,,,
فروش خانه کانی دینار,,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,,8.0
خانه کوچه شهید خادم همکف,850000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,120,خانه و کلنگی,1.0,,,,,18.0
خریدار امتیاز آپارتمان,,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,120,آپارتمان,2.0,,,,,
خریدار خانه کلنگی هستم,600000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,70,خانه و کلنگی,1.0,,,,,
فروش منزل مسکونی نایسر,410000000.0,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,63,آپارتمان,1.0,,,,,4.0
آپارتمان مسکن,815000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,70,آپارتمان,1.0,,,,,9.0
فروش آپارتمان 73 متر در حوالی میدان آزادی,,2023-08-12 09:47:41,zanjan-province,houses-apartments-for-sale,73,آپارتمان,2.0,True,,,,15.0
خانه ویلایی,1950000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,130,خانه و کلنگی,2.0,,,,,
آپارتمان رازی 1_پزشکان,1400000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,75,آپارتمان,2.0,,,,True,9.0
آپارتمان 93متر . شرق انصاریه,3150000000.0,2023-08-12 09:47:41,zanjan-province,houses-apartments-for-sale,93,آپارتمان,2.0,True,,,True,15.0
خرید و فروش خانه دو طبقه,,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,360,خانه و کلنگی,2.0,True,,,,4.0
فروش خانه در شهرک ظفر ایستگاه 1,5800000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,154,,1.0,,,,,
خریدار مسکن مهر خرم اباد,,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,95,آپارتمان,2.0,True,,,True,6.0
ویلای دوطبقه 150 متر,2800000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,150,,2.0,,,,,
آپارتمان 3 واحدی,790000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,70,آپارتمان,1.0,,,,,8.0
پیش فروش 2 واحد آپارتمان 90متری در شهرک/کوچه نوید2,2000000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,
"آپارتمان 140,متری ژاندارمری",4900000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,140,آپارتمان,2.0,True,,,True,
خانه ویلایی کلنگی جلالیه,2800000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,200,خانه و کلنگی,2.0,True,,,,
250متر آپارتمانی 2طبقه,3900000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,250,آپارتمان,2.0,True,,,,11.0
خانه دوطبقه در گهر 10,3600000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,200,خانه و کلنگی,2.0,True,,,,6.0
اپارتمان مسکن مهر تپه کوله پاوه80متر,730000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,80,آپارتمان,2.0,,,,True,2.0
خانه ویلایی 300 متری,3500000000.0,2023-08-12 09:47:41,lorestan,houses-apartments-for-sale,300,خانه و کلنگی,1.0,True,,,,17.0
منزل شمالی,1500000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,110,خانه و کلنگی,1.0,True,,,,26.0
فروش خانه ویلایی255 مترمربع,15000000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,255,خانه و کلنگی,4.0,True,,,,
ساختمان ویلایی واقع در فرهنگیان روانسر,3000000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,120,,1.0,,,,,
اپارتمان 120متری دوواحدی خیابان فردوس,3460000000.0,2023-08-12 09:47:41,kermanshah-province,houses-apartments-for-sale,120,آپارتمان,2.0,True,,,True,
خانه عالی زرواو سفلی,750000000.0,2023-08-12 09:47:41,kurdistan,houses-apartments-for-sale,506,خانه و کلنگی,2.0,,,,,7.0
فروش ملک با حاشیه سودخوب,,2023-08-12 09:47:42,kermanshah-province,houses-apartments-for-sale,400,,,,,,,
خانه اجاره ای در سیاهکله,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,135,خانه,1.0,True,,,,7.0
فروش آپارتمان 120 متر در کرمانشاه,3000000000.0,2023-08-12 09:47:42,kermanshah-province,houses-apartments-for-sale,120,آپارتمان,3.0,True,,,True,
فروش خانه در کانی دینار,480000000.0,2023-08-12 09:47:42,kurdistan,houses-apartments-for-sale,120,خانه و کلنگی,2.0,True,,,,20.0
فروش کلنگی سه بر و دو کله در بحرالعلوم,4300000000.0,2023-08-12 09:47:42,lorestan,houses-apartments-for-sale,278,خانه و کلنگی,4.0,True,,,,
فروش یک طبقه از خانه دوطبقه 200متری کاملا مجزاو سنددار,,2023-08-12 09:47:42,kermanshah-province,houses-apartments-for-sale,200,آپارتمان,2.0,True,,,,21.0
210متر خانه جانبازان جانباز4 ویلایی راه مشترک,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,210,ویلا,1.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,27.0
70 متر تک واحدی,700000000.0,2023-08-12 09:47:42,kermanshah-province,houses-apartments-for-sale,70,آپارتمان,1.0,,,,,8.0
53م 56واحد,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,53,آپارتمان,1.0,,,,,14.0
اجاره خانه ویلایی بلوار دانشجو,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,85,خانه,2.0,,,,,14.0
طبقه بالا ساختمان واقع در خیابان جهاد شمالی کوچه نسترن 10,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,90,خانه,1.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,4.0
اجاره اپارتمان,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,90,آپارتمان,1.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,11.0
متقاضی خونه آپارتمانی یا ویلایی,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,100,آپارتمان,1.0,True,50000000.0,۵۰۰۰۰۰۰۰ ,True,22.0
ویلایی جانبازان جانباز4,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,210,ویلا,1.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,27.0
خانه در ناصرالدین خیابان شمس تبریزی,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,50,ویلا,1.0,,35000000.0,۳۵۰۰۰۰۰۰ ,,8.0
اجاره داده,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,96,آپارتمان,3.0,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,3.0
متقاضی اجاره هستم,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,80,آپارتمان,2.0,True,130000000.0,۱۳۰۰۰۰۰۰۰ ,True,7.0
آپارتمان دوطبقه شهرک الغدیر130متر,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,130,آپارتمان,2.0,True,240000000.0,۲۴۰۰۰۰۰۰۰ ,,12.0
خانه اجاره ای,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,60,ویلا,1.0,,,,,5.0
خانه نوساز بوستان 16 شهرک امام,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,180,ویلا,2.0,True,145000000.0,۱۴۵۰۰۰۰۰۰ ,,3.0
رهن و اجاره خانه,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,70,خانه,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
منزل 90متری,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,90,خانه,2.0,,300000000.0,۳۰۰۰۰۰۰۰۰ ,,5.0
اجاره خونه ویلایی دربست,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,300,خانه,,True,110000000.0,۱۱۰۰۰۰۰۰۰ ,,
صاحب خانه نیست,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,85,آپارتمان,2.0,True,800000000.0,۸۰۰۰۰۰۰۰۰ ,,
مشک از است,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,85,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
آپارتمان 80 متری دوخواب شیک,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,80,آپارتمان,2.0,True,110000000.0,۱۱۰۰۰۰۰۰۰ ,,10.0
رهن کامل منزل ویلایی,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,155,خانه,2.0,True,400000000.0,۴۰۰۰۰۰۰۰۰ ,,4.0
آپارتمان اجاره ای سه طبقه,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,180,آپارتمان,3.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,2.0
واحد 90 متری نوساز و شیک,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,90,آپارتمان,2.0,True,40000000.0,۴۰۰۰۰۰۰۰ ,,2.0
اجاره ای شهرک شهرداری180متر,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,180,خانه,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,7.0
نیازمند خونه,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,100,خانه,2.0,True,90000000.0,۹۰۰۰۰۰۰۰ ,,14.0
سوییت همکف/ 50 متری/ بلواررسالت,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,50,خانه,0.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,12.0
آپارتمان دو خوابه بسیار تمیز,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,127,آپارتمان,2.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,5.0
اجاره ویلایی,,2023-08-12 09:47:42,lorestan,house-apartment-for-rent,120,خانه,1.0,,,,,
سوییت‌همکف/ یک‌خواب/ جهت‌اجاره‌ب‌دانشجو/ بلواررسالت,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,55,خانه,1.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان هجرت 75متر,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,75,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,11.0
اجاره خانه دربست شیک نورگیر عالی,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,120,خانه,2.0,True,60000000.0,۶۰۰۰۰۰۰۰ ,,3.0
رهن و فروش خانه,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,130,خانه,3.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,12.0
نیازمند آپارتمان یا سویت 50 متر,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,50,آپارتمان,1.0,,,,,12.0
رهن واجاره اپارتمان مسکن مهر تقی اباد طبقه 3,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,78,آپارتمان,2.0,True,60000000.0,۶۰۰۰۰۰۰۰ ,,10.0
خانه اجاره ای,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,150,خانه,1.0,,,,,14.0
خانه150متر.فول و دلبازالغدیر,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,150,خانه,2.0,,170000000.0,۱۷۰۰۰۰۰۰۰ ,,6.0
اجاره ویلایی دو واحدی طرح آپارتمانی خ فجر,,2023-08-12 09:47:42,golestan,house-apartment-for-rent,74,خانه,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,1.0
اجاره مسکن مهر2خواب,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,85,آپارتمان,2.0,True,80000000.0,۸۰۰۰۰۰۰۰ ,True,8.0
خانه حیاط دار، 145 متری، سه خواب,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,145,خانه,3.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,True,6.0
کرایه آپارتمان 75 متر,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,75,آپارتمان,2.0,,,,,17.0
آپارتمان 115 متری، شهرک ن و القلم کرمان,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,115,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,21.0
اجاره اپارتمان طبقه اول زیربنا 200 متر سر خیابان باقدرت غربی,,2023-08-12 09:47:42,kerman-province,house-apartment-for-rent,200,آپارتمان,3.0,,,,,10.0
درخواست اتاق اجاره ای اختیارآباد یا حسین آباد,,2023-08-12 09:47:43,kerman-province,house-apartment-for-rent,80,خانه,0.0,,,,,27.0
اجاره خانه مسکونی 80 متر,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,80,آپارتمان,1.0,,40000000.0,۴۰۰۰۰۰۰۰ ,,4.0
منزل اسلام اباد خ فرهنگ120 متر,,2023-08-12 09:47:43,kerman-province,house-apartment-for-rent,120,آپارتمان,3.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,1.0
منزل اجاره ایی در شهرک بهداشت80متر,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,80,خانه,1.0,,80000000.0,۸۰۰۰۰۰۰۰ ,,8.0
خونه صفاییه (فردوسیه ) رفسنجان,,2023-08-12 09:47:43,kerman-province,house-apartment-for-rent,500,خانه,2.0,True,80000000.0,۸۰۰۰۰۰۰۰ ,,32.0
به یک خانه نیازمندیم برای دو نفر دانشجو هستیم,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,50,خانه,1.0,,10000000.0,۱۰۰۰۰۰۰۰ ,,5.0
سوئیت 60 متری,,2023-08-12 09:47:43,kerman-province,house-apartment-for-rent,60,خانه,2.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,
خاستار خانه برای اجاره هستم,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,100,خانه,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,12.0
نیازمند منزل ویلای یا اپارتمان,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,75,خانه,1.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,8.0
خانه اجاره یی در تازاباد پادگان 90متر,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,90,خانه,1.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,8.0
خانه اجاره ای,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,80,ویلا,2.0,True,30000000.0,۳۰۰۰۰۰۰۰ ,,2.0
جویای خانه ی اجاره ای هستم,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,70,آپارتمان,2.0,,11000000.0,۱۱۰۰۰۰۰۰ ,,4.0
اجاره خانه 75 متر در سقز,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,75,خانه,1.0,,90000000.0,۹۰۰۰۰۰۰۰ ,,12.0
به دونفر اجار‌هیه واقع در بلوار وحدت,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,120,آپارتمان,2.0,,80000000.0,۸۰۰۰۰۰۰۰ ,,12.0
اجاره مسکن مهر کوهدشت,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,75,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,8.0
آپارتمان 60 متری بر خیابان فرهنگیان فاز1,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,60,آپارتمان,1.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,11.0
چانه اجاره ای,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,60,خانه,1.0,,60000000.0,۶۰۰۰۰۰۰۰ ,,11.0
رهن کامل منزل دوطبقه با حیاط ماشین رو در شهرک صادقیه,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,100,خانه,2.0,True,130000000.0,۱۳۰۰۰۰۰۰۰ ,,7.0
واحد لوکس فول امکانات,,2023-08-12 09:47:43,kurdistan,house-apartment-for-rent,110,آپارتمان,2.0,True,170000000.0,۱۷۰۰۰۰۰۰۰ ,,2.0
رهن و اجاره,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,200,خانه,2.0,True,500000000.0,۵۰۰۰۰۰۰۰۰ ,,17.0
فروش فوری آپارتمان دوبلکس,8500000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,214,آپارتمان,3.0,True,,,True,2.0
250متر دوبلکس کرمان الغدیر صفر کلید نخورده,11000000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,250,,3.0,,,,,
آپارتمان فروشی الغدیر غدیر2,2000000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,76,آپارتمان,2.0,True,,,True,12.0
اپارتمان 60 متری خانه گستر فرهنگیان فاز 1 همکف,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,60,آپارتمان,1.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,13.0
75 متری مسکن مهر جدید شهرک ولیعصر,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,75,آپارتمان,2.0,,160000000.0,۱۶۰۰۰۰۰۰۰ ,True,2.0
اجاره واحد 78متری,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,78,آپارتمان,1.0,,500000000.0,۵۰۰۰۰۰۰۰۰ ,,1.0
اجاره ورهن100متری,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,100,آپارتمان,2.0,True,180000000.0,۱۸۰۰۰۰۰۰۰ ,,13.0
خونه 65 متری شهرک غدیر فاز 2 کوچه 8,800000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,65,خانه و کلنگی,2.0,,,,,
فروش آپارتمان 60 متر در کرمان,1650000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,60,آپارتمان,1.0,True,,,True,
خانه ویلایی شهرک بزرگ ثارلله 250متر,,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,250,,3.0,,,,,
اجاره خانه طبقه اول 80 متری رودکی رهن کامل 220 میلیون,,2023-08-12 09:47:43,kermanshah-province,house-apartment-for-rent,80,خانه,1.0,,220000000.0,۲۲۰۰۰۰۰۰۰ ,,2.0
آپارتمان 1000متر,,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,6000,آپارتمان,4.0,True,,,,10.0
ویلایی شیک جمهوری الغدیر کرمان250متر,8000000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,250,,3.0,,,,,
خانه باغ 30 قصبی,1400000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,752,,1.0,,,,,
مزایده وفروش,16000000000.0,2023-08-12 09:47:43,kerman-province,houses-apartments-for-sale,450,خانه و کلنگی,4.0,,,,,32.0
