title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,warehouse,age
اپارتمان 114متری دوواحدی فهمیده شمالی,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,114.0,آپارتمان,2.0,,350000000.0,,True,True,7.0
ویلایی دربست 90 متری شهرک پرواز,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,90.0,خانه,1.0,True,260000000.0,,,True,12.0
خانه 70 متری,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,70.0,آپارتمان,1.0,True,80000000.0,2500000.0,,,10.0
خانه دوطبقه شهرک ظفر ایستگاه 3,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,170.0,خانه,3.0,True,,,,True,22.0
رهن کامل آپارتمان,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,100.0,آپارتمان,2.0,True,180000000.0,,,True,13.0
خانه ویلایی 153 دربست شهرک شهرداری,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,153.0,ویلا,2.0,True,200000000.0,3000000.0,,True,14.0
رهن خانه ویلایی,,2023-08-18 08:55:07,kermanshah-province,house-apartment-for-rent,70.0,ویلا,1.0,,150000000.0,1000000.0,,True,7.0
واحد اجاره ای پاوه,,2023-08-18 08:55:08,kermanshah-province,house-apartment-for-rent,78.0,آپارتمان,1.0,,5000000.0,100000.0,,,2.0
یک باب منزل مسکونی همراه با 1000متر حیاط و امکانات,,2023-08-18 08:55:08,kermanshah-province,house-apartment-for-rent,1000.0,ویلا,2.0,True,250000000.0,500000.0,,True,
مسکن مهر رازی فول,,2023-08-18 08:55:08,kermanshah-province,house-apartment-for-rent,75.0,آپارتمان,2.0,,150000000.0,,True,True,8.0
ویلایی 100 متری,,2023-08-18 08:55:08,kermanshah-province,house-apartment-for-rent,100.0,ویلا,2.0,True,170000000.0,,,True,15.0
110 متری در خیابان لاله,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,110.0,آپارتمان,2.0,,130000000.0,3000000.0,,True,7.0
اجاره خانه ویلایی کیهانشهر,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,60.0,خانه,1.0,,100000000.0,600000.0,,,12.0
اجاره یک واحد ویلائی,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,100.0,خانه,1.0,,100000000.0,4500000.0,,True,31.0
خونه ویلایی_بلوارشهیدچمران_خیابان حُر 130متر,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,130.0,خانه,2.0,True,150000000.0,1000000.0,,True,25.0
رهن و اجاره پنت هاوس 205 متری در الهیه,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,205.0,آپارتمان,2.0,True,500000000.0,6000000.0,True,True,6.0
رهن اجاره واحد 100 متری پاوه,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,100.0,آپارتمان,2.0,,30000000.0,3500000.0,,True,2.0
فروش خانه کلنگی دونبش,,2023-08-18 08:55:09,kerman-province,houses-apartments-for-sale,300.0,خانه و کلنگی,2.0,True,,,,True,
300 متر زمین دونبش,,2023-08-18 08:55:09,kerman-province,houses-apartments-for-sale,300.0,خانه و کلنگی,3.0,,,,,,
رهن کامل آپارتمان,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,75.0,آپارتمان,2.0,True,250000000.0,,,True,20.0
خانه ویلایی سه خواب قاعم اباد کرمان,3800000000.0,2023-08-18 08:55:09,kerman-province,houses-apartments-for-sale,206.0,خانه و کلنگی,3.0,True,,,,True,
زمین وخانه,1700000000.0,2023-08-18 08:55:09,kerman-province,houses-apartments-for-sale,250.0,,,,,,,,
آپارتمان 80متری شهرک معلم مجتمع مهر,,2023-08-18 08:55:09,kermanshah-province,house-apartment-for-rent,80.0,آپارتمان,1.0,True,70000000.0,5000000.0,,,17.0
فروش آپارتمان 150 متر در کرمان,1200000000.0,2023-08-18 08:55:09,kerman-province,houses-apartments-for-sale,150.0,آپارتمان,3.0,True,,,True,True,
فروش یک واحدمسکونی 300متر,3600000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,300.0,خانه و کلنگی,2.0,True,,,,,22.0
اپارتمان دو خواب خیابان شریعتی,2300000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,10.0
آپارتمان همتی فر105متری,2150000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,105.0,آپارتمان,2.0,True,,,True,True,18.0
اپارتمان نوساز فول امکانات110متر,1000000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,True,True,4.0
فروش آپارتمان 100متری درشهاب,1400000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,100.0,آپارتمان,1.0,,,,,True,32.0
90متری زندی نیا,2800000000.0,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,90.0,آپارتمان,2.0,,,,,,5.0
خریدار خانه مسکونی در منوجان قلعه,,2023-08-18 08:55:10,kerman-province,houses-apartments-for-sale,100.0,خانه و کلنگی,2.0,,,,,,7.0
خانه فروشی زنگی اباد 210متر,1200000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,210.0,خانه و کلنگی,3.0,,,,,True,2.0
فروش ویلایی سی قصبی,6400000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,752.0,خانه و کلنگی,4.0,True,,,,True,32.0
فروش ملک مسکونی278متر,,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,278.0,خانه و کلنگی,2.0,True,,,,,
اپارتمان مهر بعثت,1350000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,90000.0,آپارتمان,2.0,True,,,True,True,8.0
خانه 60 متری,950000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,60.0,,1.0,,,,,,
خونه فروشی پشت دادگاه,1400000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,140.0,خانه و کلنگی,3.0,True,,,,,1.0
فروش 108متر آپارتمان مجتمع پیام,2400000000.0,2023-08-18 08:55:11,kerman-province,houses-apartments-for-sale,108.0,آپارتمان,2.0,,,,True,,9.0
فروش خانه ویلایی,4100000000.0,2023-08-18 08:55:12,kerman-province,houses-apartments-for-sale,422.0,,2.0,,,,,,
خانه‌ای گنبدی خشتی قدیمی,500000000.0,2023-08-18 08:55:12,kerman-province,houses-apartments-for-sale,325.0,,4.0,,,,,,
فروش آپارتمان در خیابان خواجو,2300000000.0,2023-08-18 08:55:12,kerman-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,6.0
فروش خانه ویلایی دو کوچه و دو حیاط,2300000000.0,2023-08-18 08:55:12,kerman-province,houses-apartments-for-sale,115.0,خانه و کلنگی,2.0,True,,,,,12.0
100متر خانه گنبدی,840000000.0,2023-08-18 08:55:12,kerman-province,houses-apartments-for-sale,100.0,خانه و کلنگی,3.0,True,,,,True,
ویلایی235متر مستقل شیک تمیزهوانیروزالغدیر,,2023-08-18 08:55:13,kerman-province,house-apartment-for-rent,235.0,خانه,3.0,True,800000000.0,,,True,12.0
خانه ویلایی همکف حیاط دار,,2023-08-18 08:55:13,kerman-province,house-apartment-for-rent,140.0,خانه,2.0,True,500000000.0,1500000.0,,True,11.0
نیازمند خانه,,2023-08-18 08:55:13,kerman-province,house-apartment-for-rent,70.0,خانه,2.0,,50000000.0,4500000.0,,,12.0
اپارتمان 90متری بالا ویلایی خیابان مصلی,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,90.0,آپارتمان,1.0,,85000000.0,4500000.0,,True,8.0
خانه همکف حیاط دار,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,65.0,خانه,1.0,,70000000.0,8000000.0,,,13.0
یک واحد80متری جهت رهن واجاره,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,80.0,آپارتمان,2.0,True,70000000.0,3000000.0,,True,6.0
رهن اجاره بالا ویلایی,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,160.0,خانه,2.0,,200000000.0,12000000.0,,True,9.0
درخواست اجازه خانه قدیمی و ارزان برای افاغنه,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,50.0,خانه,1.0,,,,,,
دنبال یک اتاق برای اجاره هستم,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,30.0,خانه,1.0,,1000000.0,1000000.0,,,
خانه ویلایی اجاره ای,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,100.0,خانه,2.0,,300000000.0,6000000.0,,,
اپارتمان دوخواب شهرک ولایت,,2023-08-18 08:55:14,kerman-province,house-apartment-for-rent,85.0,آپارتمان,2.0,True,70000000.0,3000000.0,,True,14.0
منزل ویلایی بلوار امام رضا,,2023-08-18 08:55:15,kerman-province,house-apartment-for-rent,120.0,خانه,3.0,True,100000000.0,10000000.0,,True,21.0
رهن واجاره300متری,,2023-08-18 08:55:15,kerman-province,house-apartment-for-rent,300.0,خانه,1.0,True,100000000.0,5000000.0,,True,13.0
100 همکف خیابان یاس,,2023-08-18 08:55:15,kerman-province,house-apartment-for-rent,100.0,خانه,2.0,True,100000000.0,6500000.0,,,13.0
نیازمند یک اتاق هستم,,2023-08-18 08:55:15,kerman-province,house-apartment-for-rent,12.0,خانه,1.0,,,,,,22.0
سوئیت‌ مستقل خ مدیریت خ حکیم ک33,,2023-08-18 08:55:15,kerman-province,house-apartment-for-rent,100.0,خانه,1.0,True,170000000.0,2000000.0,,True,22.0
فروش و معاوضه واحد یک از دو طبقه,2600000000.0,2023-08-18 08:55:15,kurdistan,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,,,10.0
خانه کلنگی لیلاخی 140 متر کلنگی,1120000000.0,2023-08-18 08:55:15,kurdistan,houses-apartments-for-sale,140.0,خانه و کلنگی,,True,,,,True,32.0
آپارتمان اگاهی,,2023-08-18 08:55:15,kurdistan,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,True,True,3.0
فروش خانه 194 متری در سروآباد,,2023-08-18 08:55:15,kurdistan,houses-apartments-for-sale,194.0,خانه و کلنگی,2.0,True,,,,True,19.0
فروش منزل مسکونی سبدلو,1100000000.0,2023-08-18 08:55:15,kurdistan,houses-apartments-for-sale,116.0,خانه و کلنگی,1.0,True,,,,True,6.0
اپارتمان همکف دوکله برخیابان درختی,,2023-08-18 08:55:16,kerman-province,house-apartment-for-rent,90.0,آپارتمان,2.0,True,200000000.0,8000000.0,,,12.0
منزل نیمه کاره,,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,102.0,خانه و کلنگی,2.0,True,,,,,
فروش یک باب خانه144متر,,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,144.0,خانه و کلنگی,1.0,True,,,,True,22.0
خانه فروشی نزدیک میدان سرباز,850000000.0,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,90.0,خانه و کلنگی,1.0,,,,,True,31.0
آپارتمان مناسب یک یا دو خانم,,2023-08-18 08:55:16,kerman-province,house-apartment-for-rent,100.0,آپارتمان,2.0,,5000000.0,3000000.0,True,True,1.0
فروش اسکلت واقع در لنج آباد,500000000.0,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,100.0,خانه و کلنگی,2.0,True,,,,True,3.0
فروش خانه ماشین رو,510000000.0,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,130.0,خانه و کلنگی,1.0,,,,,,17.0
خواهان خانه رهنی,,2023-08-18 08:55:16,kerman-province,house-apartment-for-rent,110.0,,,,,,,,
خان مسکونی روی خیابان دوازده متری,1800000000.0,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,,True,2.0
106متر نشاط، تک واحد یک خواب غرق نور,,2023-08-18 08:55:16,kerman-province,house-apartment-for-rent,106.0,آپارتمان,1.0,True,150000000.0,7500000.0,,True,2.0
آپارتمان بهاران مسکن مهر پونه85متر,1500000000.0,2023-08-18 08:55:16,kurdistan,houses-apartments-for-sale,85.0,آپارتمان,2.0,,,,True,True,7.0
منزل ویلای برای اجاره,,2023-08-18 08:55:17,kerman-province,house-apartment-for-rent,220.0,ویلا,4.0,True,500000000.0,20000000.0,,True,22.0
خانه ویلایی بازسازی شده روستای بشل,2400000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,530.0,خانه و کلنگی,2.0,True,,,,True,4.0
فروش خانه در محله چهار باغ پشت پارک ملت,,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,130.0,خانه و کلنگی,2.0,True,,,,True,10.0
فروش آپارتمان آماده نو 125 متر,,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,125.0,آپارتمان,4.0,True,,,True,True,2.0
فروش خانه 106 متری,1550000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,106.0,خانه و کلنگی,2.0,True,,,,,27.0
فروش زمین آماده ساخت 3 نبش به همراه جواز کامل,50000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,136.0,خانه و کلنگی,0.0,,,,,,2.0
منزل مسکونی,2600000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,100.0,خانه و کلنگی,1.0,True,,,,True,7.0
خانه یک طبقه,1800000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,150.0,خانه و کلنگی,2.0,True,,,,True,7.0
57 متر یک خواب عبور مجزا,900000000.0,2023-08-18 08:55:17,kurdistan,houses-apartments-for-sale,57.0,آپارتمان,1.0,,,,,,14.0
امتیاز کارگران,400000000.0,2023-08-18 08:55:18,kurdistan,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,True,True,1.0
آپارتمان جاقل80 متر,1500000000.0,2023-08-18 08:55:18,kurdistan,houses-apartments-for-sale,80.0,آپارتمان,2.0,True,,,,True,7.0
خانه ویلایی لوکس,2300000000.0,2023-08-18 08:55:18,kurdistan,houses-apartments-for-sale,75.0,خانه و کلنگی,2.0,True,,,,True,12.0
خانه مسکونی,4500000000.0,2023-08-18 08:55:18,kurdistan,houses-apartments-for-sale,160.0,آپارتمان,1.0,True,,,,,5.0
81متردربستی خیابان تختی,,2023-08-18 08:55:19,kurdistan,house-apartment-for-rent,81.0,خانه,1.0,,130000000.0,1000000.0,,True,18.0
نیازمند اجاره خانه برای 2نفر 80 متر,,2023-08-18 08:55:19,kurdistan,house-apartment-for-rent,80.0,خانه,2.0,,50000000.0,3000000.0,,True,15.0
خانە طبقە 2 شهرک وحدت,,2023-08-18 08:55:19,kurdistan,house-apartment-for-rent,130.0,خانه,2.0,True,200000000.0,5000000.0,,True,3.0
نیازمند خانه در شهرک اندیشه یک و دو یا فاز دو و سه شهرک سپاه,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,85.0,خانه,2.0,,50000000.0,2000000.0,,,9.0
دیواندره،خیابان آزادگان رهن کامل طبقه همکف 80 متر،55متر حیاط,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,80.0,خانه,1.0,,270000000.0,,,,12.0
خانه اجاره ای میخوام,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,,خانه,2.0,True,80000000.0,3000000.0,,,12.0
خونه.برایه.اجاره.,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,90.0,خانه,2.0,True,,,,,15.0
خانه اجاره میخواهم برای خانواده 3نفره 100میلیون تومان ودیعه,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,90.0,خانه,1.0,True,100000000.0,500000.0,,True,12.0
نیازمند خانه در مسکن مهر اندیشه مسکن مهر فاز,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,75.0,آپارتمان,1.0,,,,,,5.0
نیازمند منزل اجاره برای دونفر اول پاییز وروری جدا,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,100.0,خانه,1.0,,,,,,6.0
اجاره مسکونی 140 متری,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,140.0,آپارتمان,3.0,True,300000000.0,3000000.0,,True,8.0
اجاره واحد آپارتمان مسکن مهر کوهدشت,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,76.0,آپارتمان,2.0,True,170000000.0,1000000.0,True,,7.0
خانه ویلایی دربست قدیم ساخت، بلوار شبلی,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,80.0,خانه,2.0,,65000000.0,900000.0,,True,27.0
آپارتمان مسکن جهاد,,2023-08-18 08:55:20,kurdistan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,,,,True,1.0
نیازمند آپارتمان وویلا,,2023-08-18 08:55:21,kurdistan,house-apartment-for-rent,80.0,آپارتمان,1.0,,70000000.0,2500000.0,,,5.0
اجاره خانه ویلایی شهرک شهرداری,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,120.0,ویلا,2.0,True,300000000.0,1000000.0,,,
خواهان منزل اجارە,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,100.0,خانه,2.0,True,200000000.0,3000000.0,,,7.0
اجاره واحد 75متر آپارتمانی جاقل فاز اول,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,75.0,آپارتمان,2.0,True,150000000.0,1000000.0,,True,8.0
خانه برای اجاره میخام,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,100.0,خانه,1.0,True,,,True,True,
نیازمند اجاره خانه,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,100.0,خانه,1.0,True,100000000.0,2000000.0,,,4.0
نیازمند خانه کوچک برای دونفر ویک کودک خردسال,,2023-08-18 08:55:22,kurdistan,house-apartment-for-rent,20.0,خانه,1.0,,50000000.0,1000000.0,,,32.0
اجاره اپارتمان 40متری عبور جدا سنندج,,2023-08-18 08:55:23,kurdistan,house-apartment-for-rent,40.0,آپارتمان,0.0,True,50000000.0,3500000.0,,True,14.0
ویلایی آسانسوردار/چهارخواب,16500000000.0,2023-08-18 08:55:23,qom-province,houses-apartments-for-sale,150.0,خانه و کلنگی,4.0,True,,,True,True,
6طبقه یکجا/2نبش/سندتفکیکی,66000000000.0,2023-08-18 08:55:23,qom-province,houses-apartments-for-sale,1200.0,آپارتمان,3.0,True,,,True,True,1.0
خانه دربست با حیاط بزرگ,,2023-08-18 08:55:23,kurdistan,house-apartment-for-rent,110.0,خانه,2.0,,120000000.0,1500000.0,,,16.0
نیازمن خانه اجاره ای,,2023-08-18 08:55:23,kurdistan,house-apartment-for-rent,60.0,خانه,1.0,True,10000000.0,3000000.0,,,8.0
خانه ویلایی 100 متر نزدیک فلکه صدوقی,5300000000.0,2023-08-18 08:55:23,qom-province,houses-apartments-for-sale,100.0,خانه و کلنگی,1.0,True,,,,True,26.0
2طبقه یکجا+یک واحد90متری,20000000000.0,2023-08-18 08:55:23,qom-province,houses-apartments-for-sale,200.0,خانه و کلنگی,,True,,,True,True,2.0
منزل ویلایی تجاری بحر خیابان اصلی سمیه146 متر,12000000000.0,2023-08-18 08:55:23,qom-province,houses-apartments-for-sale,146.0,خانه و کلنگی,4.0,True,,,,True,
125متر،آپارتمان نوقلی،فول،غرق نور,5000000000.0,2023-08-18 08:55:24,qom-province,houses-apartments-for-sale,125.0,آپارتمان,2.0,True,,,True,True,5.0
70 متر / دو خواب / سند دار,2350000000.0,2023-08-18 08:55:24,qom-province,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,True,True,12.0
فروش یا معاوضه آپارتمان,,2023-08-18 08:55:24,qom-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,7.0
منزل مسکونی,5000000000.0,2023-08-18 08:55:24,qom-province,houses-apartments-for-sale,370.0,خانه و کلنگی,1.0,True,,,,,12.0
آپارتمان تک واحد بر اصلی بلوار نواب قم شیک,2080000000.0,2023-08-18 08:55:24,qom-province,houses-apartments-for-sale,64.0,آپارتمان,1.0,,,,,,12.0
4طبقه یکجا/10متربرملک/لاکچری,55000000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,800.0,آپارتمان,3.0,True,,,True,True,1.0
خانه 70 متر یک خوابه,,2023-08-18 08:55:25,qom-province,house-apartment-for-rent,70.0,خانه,1.0,,,,,True,4.0
واحددربلواربصیرت بسیارتمیزوخوش نقشه,1900000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,88.0,آپارتمان,2.0,True,,,True,True,8.0
125متر ساختمان ویلایی 2 طبقه,5000000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,125.0,خانه و کلنگی,2.0,True,,,,,22.0
دوسالنه/بام سالاریه/روف گاردن,29000000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,270.0,آپارتمان,3.0,True,,,True,True,1.0
آپارتمان 230 متری بر 75 متری تعاون,10850000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,230.0,آپارتمان,3.0,True,,,True,True,
نبش کوچه 16 متری دوطرف سراسر پنجره,4400000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,115.0,آپارتمان,2.0,True,,,True,True,9.0
خریدار منزل دو طبقه,3000000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,120.0,,4.0,,,,,,
123 متر خانه ویلای باجک 2,5200000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,123.0,خانه و کلنگی,1.0,,,,,,29.0
آپارتمان سند آزاد,,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,True,True,14.0
رهن و اجاره اپارتمان118متری,,2023-08-18 08:55:25,qom-province,house-apartment-for-rent,118.0,آپارتمان,3.0,True,400000000.0,11000000.0,True,True,10.0
فروشی در هزاره هشتم,1760000000.0,2023-08-18 08:55:25,qom-province,houses-apartments-for-sale,80.0,آپارتمان,2.0,,,,True,True,8.0
190متر مدرن کلاسیک,11399999999.0,2023-08-18 08:55:26,qom-province,houses-apartments-for-sale,190.0,آپارتمان,3.0,True,,,True,True,
اپارتمان 160متری* سه خواب جنوبی کلید نخورده,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,160.0,آپارتمان,3.0,True,300000000.0,27000000.0,True,True,
اپارتمان 95مترفول امکانات,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,95.0,آپارتمان,2.0,True,270000000.0,1000000.0,True,True,11.0
خانه ویلایی خیابان انصارالحسین,6000000000.0,2023-08-18 08:55:26,qom-province,houses-apartments-for-sale,370.0,خانه و کلنگی,,True,,,,,32.0
105 متری سبلان,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,105.0,آپارتمان,2.0,True,340000000.0,,True,True,7.0
80متر یکخواب، راه جدا، تخلیه,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,80.0,ویلا,1.0,,100000000.0,4000000.0,,True,17.0
اپارتمان صفر 2 خواب,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,84.0,آپارتمان,2.0,True,300000000.0,5000000.0,True,True,
زیرزمین تمیز ورودی جدا,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,100.0,خانه,2.0,,200000000.0,1000000.0,,True,4.0
رهن و اجاره,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,80.0,آپارتمان,2.0,True,150000000.0,500000.0,True,True,5.0
خونه نوساز ومستقل درجمکران,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,80.0,خانه,1.0,,50000000.0,4000000.0,,,1.0
اجاره خانه توحید,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,90.0,خانه,1.0,,150000000.0,20000000.0,,,17.0
زیرمین نوساز 200 متر,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,200.0,خانه,2.0,True,200000000.0,5000000.0,,,1.0
متزل 2طبقه مناسب یخانوار5نفرایرانی یااطبایامجرد,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,60.0,خانه,0.0,,300000000.0,1000000.0,,True,7.0
زیرزمین بزرگ و جادار جوادالایمه,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,130.0,خانه,1.0,,320000000.0,100000.0,,,
خانه، همکف، ورودی مستقل ،111متر,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,111.0,خانه,1.0,,200000000.0,2000000.0,,True,12.0
اجاره خانه ویلایی ( رهن کامل ),,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,76.0,خانه,1.0,,250000000.0,,,,12.0
آپارتمان 75 متر دارای پارکینگ،انباری،اسانسور،,,2023-08-18 08:55:26,qom-province,house-apartment-for-rent,75.0,آپارتمان,2.0,True,200000000.0,5500000.0,True,True,8.0
زیرزمین اجاره ای مدرس,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,100.0,خانه,1.0,,50000000.0,5000000.0,,,24.0
اجاره واحد67متری تک خاب همکف,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,67.0,آپارتمان,1.0,,300000000.0,1000000.0,,,6.0
اجاره انباری شجاعت,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,4.0,آپارتمان,0.0,,,,,True,6.0
نیازمند خانه,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,40.0,آپارتمان,0.0,,20000000.0,2000000.0,,,7.0
همکف سالنی راه اب برق گاز مشترک,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,55.0,خانه,0.0,,150000000.0,1000000.0,,True,12.0
خریدار ساختمان نیمه کاره در تاکستان هستم,700000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,80.0,آپارتمان,2.0,,,,,,3.0
خانه ویلایی 1100متری,3300000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,1100.0,,,,,,,,
45متری بالای مغازه,520000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,45.0,خانه و کلنگی,1.0,True,,,,True,12.0
144 متری ولایت,8640000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,144.0,آپارتمان,3.0,True,,,True,True,10.0
فروشی 205متری,75000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,205.0,,2.0,,,,,,
همکف دربست(مستقل) دو خواب,,2023-08-18 08:55:27,qom-province,house-apartment-for-rent,100.0,خانه,2.0,,300000000.0,3000000.0,,,1.0
فروش آپارتمان نقلی تمیز,1500000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,True,True,7.0
93 متر بنیاد,1550000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,93.0,آپارتمان,2.0,,,,True,True,10.0
فروش آپارتمان نقلی و تمیز,1500000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,True,True,7.0
بهتراز یه خونه کلنگی 75 متر,12000000000.0,2023-08-18 08:55:27,qazvin-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,True,True,7.0
آپارتمان نوساز صفر امکانات تکمیل,4700000000.0,2023-08-18 08:55:28,qazvin-province,houses-apartments-for-sale,95.0,آپارتمان,2.0,,,,True,True,1.0
62متر نزدیک بازار,1700000000.0,2023-08-18 08:55:28,qazvin-province,houses-apartments-for-sale,62.0,آپارتمان,1.0,True,,,,True,7.0
آپارتمان فروشی 85متری زمین شهرداری,,2023-08-18 08:55:28,qazvin-province,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,,True,8.0
ستارخان مستغلات2660متربنا,170000000000.0,2023-08-18 08:55:28,qazvin-province,houses-apartments-for-sale,850.0,خانه و کلنگی,,True,,,True,True,20.0
آپارتمان طبقه اول,1950000000.0,2023-08-18 08:55:28,qazvin-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,,True,6.0
